+Crataegomespilus dardarii
Carex abdita
Carex ablata
Carex aboriginum
Carex aboriginum
Carex abramsii
Carex abrupta
Carex abscondita
Carex absconditiformis
Carex accedens
Carex acidicola
Carex acuta
Carex acutiformis
Carex acutinella
Carex adelostoma
Carex adusta
Carex aenea
Carex aestivalis
Carex aggregata
Carex agrostoides
Carex alata
Carex albata
Carex albicans
Carex albicans
Carex albida
Carex albolutescens
Carex albonigra
Carex albula
Carex albursina
Carex allegheniensis
Carex alligata
Carex alma
Carex alopecoidea
Carex amblyorhyncha
Carex ambusta
Carex amphibola
Carex amphigena
Carex amplectens
Carex amplifolia
Carex amplisquama
Carex anbouensis
Carex anceps
Carex angarae
Carex angustata
Carex angustior
Carex angustisquama
Carex annectens
Carex anthoxanthea
Carex aperta
Carex aphanolepis
Carex apoda
Carex appalachica
Carex appressa
Carex aquatilis
Carex arapahoensis
Carex arcta
Carex arctata
Carex arctiformis
Carex arctogena
Carex arenaria
Carex arenicola
Carex argyrantha
Carex arkansana
Carex artitecta
Carex asa-grayi
Carex assiniboinensis
Carex athabascensis
Carex atherodes
Carex athrostachya
Carex atlantica
Carex atrata
Carex atrata
Carex atratiformis
Carex atrofusca
Carex atrosquama
Carex aurea
Carex aureolensis
Carex austrina
Carex austroalpina
Carex austrocaroliniana
Carex austrodeflexa
Carex baccans
Carex backii
Carex baileyi
Carex baldensis
Carex baltzellii
Carex barbarae
Carex barrattii
Carex basiantha
Carex bayardii
Carex bebbii
Carex behringensis
Carex bella
Carex bicknellii
Carex bicolor
Carex bifida
Carex bigelowii
Carex billingsii
Carex biltmoreana
Carex bipartita
Carex bipartita
Carex blanda
Carex blankinshipii
Carex boecheriana
Carex bohemica
Carex bolanderi
Carex bonanzensis
Carex bonariensis
Carex bonplandii
Carex bordzilowskii
Carex borealipolaris
Carex bostrychostigma
Carex brachyglossa
Carex brainerdii
Carex brevicaulis
Carex brevicollis
Carex breviculmis
Carex breviligulata
Carex brevior
Carex brevipes
Carex breweri
Carex brittoniana
Carex brizoides
Carex bromoides
Carex brongniartii
Carex brunnea
Carex brunnescens
Carex brysonii
Carex buchananii
Carex bulbostylis
Carex bullata
Carex bushii
Carex buxbaumii
Carex calcifugens
Carex californica
Carex camporum
Carex campylocarpa
Carex canariensis
Carex canescens
Carex capillaris
Carex capitata
Carex careyana
Carex caroliniana
Carex caryophyllea
Carex castanea
Carex cataractae
Carex cephalantha
Carex cephaloidea
Carex cephalophora
Carex cespitosa
Carex chalciolepis
Carex chapmanii
Carex cherokeensis
Carex chihuahuensis
Carex chimaphila
Carex chordorrhiza
Carex cinerascens
Carex cinnamomea
Carex circinata
Carex cirrhosa
Carex collinsii
Carex colorata
Carex comans
Carex communis
Carex comosa
Carex complanata
Carex concinna
Carex concinnoides
Carex congdonii
Carex conica
Carex conjuncta
Carex conoidea
Carex consimilis
Carex constanceana
Carex contigua
Carex convoluta
Carex cordillerana
Carex coriacea
Carex corrugata
Carex costata
Carex crandallii
Carex crawei
Carex crawfordii
Carex crebriflora
Carex cretica
Carex crinita
Carex cristatella
Carex cruciata
Carex crus-corvi
Carex cryptocarpa
Carex cryptochlaena
Carex cryptolepis
Carex cumberlandensis
Carex cumulata
Carex curatorum
Carex curta
Carex cusickii
Carex cyrtostachya
Carex dasycarpa
Carex davisii
Carex davyi
Carex debiliformis
Carex debilis
Carex decomposita
Carex deflexa
Carex delicata
Carex delicatula
Carex demissa
Carex densa
Carex depauperata
Carex deweyana
Carex diandra
Carex digitalis
Carex digitata
Carex diluta
Carex dimorpholepis
Carex dioica
Carex dipsacea
Carex dispalata
Carex disperma
Carex dissita
Carex distans
Carex distenta
Carex disticha
Carex diversistylis
Carex divisa
Carex divulsa
Carex dolichostachya
Carex doniana
Carex douglasii
Carex drummondiana
Carex dudleyi
Carex durifolia
Carex duriuscula
Carex dutillyi
Carex eastwoodiana
Carex ebenea
Carex eburnea
Carex echinata
Carex edura
Carex edwardsiana
Carex egglestonii
Carex egmontiana
Carex egregia
Carex elachycarpa
Carex elata
Carex elbertiana
Carex eleocharis
Carex eleusinoides
Carex elliottii
Carex elyniformis
Carex elynoides
Carex emmonsii
Carex emoryi
Carex enanderi
Carex enervis
Carex engelmannii
Carex epapillosa
Carex ericetorum
Carex erxlebeniana
Carex estesiana
Carex eurycarpa
Carex eurystachya
Carex exilis
Carex exserta
Carex exsiccata
Carex extensa
Carex fedia
Carex ferruginea
Carex festiva
Carex festivella
Carex festucacea
Carex feta
Carex filifolia
Carex filiformis
Carex firma
Carex fissa
Carex fissuricola
Carex flacca
Carex flaccidula
Carex flaccifolia
Carex flaccosperma
Carex flagellifera
Carex flava
Carex flavocuspis
Carex flexuosa
Carex floridana
Carex foenea
Carex foetida
Carex foliosissima
Carex folliculata
Carex formosa
Carex fracta
Carex frankii
Carex frankii
Carex franklinii
Carex fraseri
Carex fraseriana
Carex fuirenoides
Carex fuliginosa
Carex fulvescens
Carex garberi
Carex geminata
Carex geophila
Carex geyeri
Carex gholsonii
Carex gifuensis
Carex gigantea
Carex gigas
Carex glacialis
Carex glareosa
Carex glauca
Carex glaucescens
Carex glaucodea
Carex globosa
Carex gmelinii
Carex godfreyi
Carex goodenowii
Carex gracilescens
Carex gracilior
Carex gracillima
Carex grahamii
Carex granularis
Carex gravida
Carex grayi
Carex grayi
Carex grisea
Carex gymnoclada
Carex gynandra
Carex gynocrates
Carex gynodynama
Carex gynodynama
Carex hachijoensis
Carex haleana
Carex halleri
Carex halliana
Carex hallii
Carex hallii
Carex halophila
Carex harfordii
Carex harperi
Carex hassei
Carex hawaiiensis
Carex haydeniana
Carex haydenii
Carex haysii
Carex heleonastes
Carex heliophila
Carex helleri
Carex hendersonii
Carex hepburnii
Carex heterolepis
Carex heteroneura
Carex heterostachya
Carex hindsii
Carex hirsutella
Carex hirta
Carex hirtifolia
Carex hirtissima
Carex hitchcockiana
Carex holostoma
Carex hoodii
Carex hookeriana
Carex hordeistichos
Carex hormathodes
Carex hornschuchiana
Carex hostiana
Carex houghtoniana
Carex houghtonii
Carex houstonii
Carex howei
Carex howellii
Carex humilis
Carex hyalina
Carex hyalinolepis
Carex hystericina
Carex idahoa
Carex ignota
Carex illota
Carex impressa
Carex impressinervia
Carex incomperta
Carex incondita
Carex incurva
Carex incurviformis
Carex indica
Carex infirminervia
Carex inflata
Carex inops
Carex integra
Carex interior
Carex interrupta
Carex intumescens
Carex inversa
Carex invisa
Carex involuta
Carex jacobi-peteri
Carex jamesii
Carex jepsonii
Carex jimcalderi
Carex jonesii
Carex joorii
Carex josselynii
Carex juniperorum
Carex kashmirensis
Carex katahdinensis
Carex kauaiensis
Carex kelloggii
Carex klamathensis
Carex kobomugi
Carex kokrinensis
Carex korshinskyi
Carex kraliana
Carex krausei
Carex krauseorum
Carex lachenalii
Carex lacustris
Carex laeviconica
Carex laeviculmis
Carex laevivaginata
Carex lambertiana
Carex lanceata
Carex lanceolata
Carex lanuginosa
Carex lapponica
Carex laricina
Carex lasiocarpa
Carex latebracteata
Carex lativena
Carex laxa
Carex laxiculmis
Carex laxiflora
Carex leavenworthii
Carex leersii
Carex leiophylla
Carex lemmonii
Carex lenticularis
Carex lenticularis
Carex lepidocarpa
Carex leporina
Carex leporinella
Carex leptalea
Carex leptonervia
Carex leptopoda
Carex lessoniana
Carex leucodonta
Carex ligata
Carex limnaea
Carex limnophila
Carex limosa
Carex liparocarpos
Carex livida
Carex loliacea
Carex lonchocarpa
Carex longebrachiata
Carex longii
Carex louisianica
Carex lucorum
Carex lugens
Carex lunelliana
Carex lupuliformis
Carex lupulina
Carex lurida
Carex lutea
Carex luzulifolia
Carex luzulina
Carex lyallii
Carex lyngbyei
Carex mackenziei
Carex macloviana
Carex macrocephala
Carex macrochaeta
Carex macrogyna
Carex macrostachys
Carex magellanica
Carex magnifica
Carex magnifolia
Carex mainensis
Carex manhartii
Carex maorica
Carex marginata
Carex marianensis
Carex marina
Carex mariposana
Carex maritima
Carex matsumurae
Carex mckittrickensis
Carex meadii
Carex media
Carex melanocarpa
Carex melanostachya
Carex melozitnensis
Carex membranacea
Carex membranopacta
Carex mendocinensis
Carex merritt-fernaldii
Carex mertensii
Carex mesochorea
Carex meyenii
Carex meyeriana
Carex michauxiana
Carex michelii
Carex michiganensis
Carex microchaeta
Carex microdonta
Carex microglochin
Carex micropoda
Carex microptera
Carex microrhyncha
Carex miliaris
Carex misandra
Carex misandroides
Carex misera
Carex miserabilis
Carex missouriensis
Carex mitchelliana
Carex mohriana
Carex molesta
Carex molestiformis
Carex monile
Carex montana
Carex montanensis
Carex montereyensis
Carex montis-eeka
Carex moorcroftii
Carex morrisseyi
Carex morrowii
Carex muehlenbergii
Carex multicaulis
Carex multicostata
Carex multimoda
Carex muricata
Carex muriculata
Carex muskingumensis
Carex myosuroides
Carex myosurus
Carex nardina
Carex nealiae
Carex nebrascensis
Carex nelsonii
Carex neomexicana
Carex nervata
Carex nervina
Carex nesophila
Carex neurocarpa
Carex neurochlaena
Carex neurophora
Carex nigella
Carex nigra
Carex nigricans
Carex nigromarginata
Carex normalis
Carex norvegica
Carex nova
Carex novae-angliae
Carex nubicola
Carex nubigena
Carex nudata
Carex nudicarpa
Carex nutans
Carex obispoensis
Carex oblita
Carex obnupta
Carex obovoidea
Carex obtusata
Carex occidentalis
Carex oederi
Carex okamotoi
Carex oklahomensis
Carex oligocarpa
Carex oligosperma
Carex onusta
Carex opaca
Carex oregonensis
Carex oreocharis
Carex orestera
Carex ormantha
Carex ormostachya
Carex ornithopoda
Carex oronensis
Carex oshimensis
Carex otrubae
Carex ouachitana
Carex ovalis
Carex oxycarpa
Carex oxylepis
Carex ozarkana
Carex pachycarpa
Carex pachystachya
Carex pachystylis
Carex paeninsulae
Carex pairaei
Carex paleacea
Carex pallescens
Carex panda
Carex panicea
Carex paniculata
Carex pansa
Carex parallela
Carex parallela
Carex parryana
Carex parvula
Carex paucicostata
Carex pauciflora
Carex paucifructus
Carex paupercula
Carex paysonis
Carex peckii
Carex pediformis
Carex pedunculata
Carex pellita
Carex pelocarpa
Carex pendula
Carex pensylvanica
Carex perdentata
Carex perglobosa
Carex petasata
Carex petricosa
Carex petriei
Carex phaeocephala
Carex phyllocephala
Carex phyllomanica
Carex physocarpa
Carex physodes
Carex physorhyncha
Carex picta
Carex pigra
Carex pilosa
Carex pilulifera
Carex piperi
Carex pityophila
Carex plana
Carex planispicata
Carex planostachys
Carex plantaginea
Carex platylepis
Carex platyphylla
Carex plectocarpa
Carex pluriflora
Carex pluvia
Carex podocarpa
Carex polymorpha
Carex polyphylla
Carex polystachya
Carex praeceptorium
Carex praeceptorum
Carex praecox
Carex praegracilis
Carex prairea
Carex prasina
Carex praticola
Carex preslii
Carex pribylovensis
Carex prionophylla
Carex projecta
Carex proposita
Carex pseudocyperus
Carex pseudofoetida
Carex pseudoscirpoidea
Carex pulicaris
Carex pumila
Carex punctata
Carex punicea
Carex purpurifera
Carex pyrenaica
Carex pyrophila
Carex rachillis
Carex radfordii
Carex radiata
Carex raeana
Carex ramenskii
Carex rariflora
Carex raymondii
Carex raynoldsii
Carex recta
Carex rectior
Carex refracta
Carex remota
Carex reniformis
Carex retroflexa
Carex retrorsa
Carex reznicekii
Carex rhomalea
Carex rhynchophysa
Carex richardsonii
Carex richii
Carex riparia
Carex roanensis
Carex rosea
Carex rossii
Carex rostrata
Carex rotundata
Carex rousseaui
Carex rufina
Carex rugosperma
Carex rupestris
Carex rusbyi
Carex ruthii
Carex sabulosa
Carex salina
Carex saliniformis
Carex saltuensis
Carex sartwelliana
Carex sartwellii
Carex saxatilis
Carex saxilittoralis
Carex saximontana
Carex scabrata
Carex scabrifolia
Carex scabriuscula
Carex scaposa
Carex schiedeana
Carex schottii
Carex schweinitzii
Carex scirpiformis
Carex scirpoidea
Carex scoparia
Carex scopulorum
Carex secalina
Carex secta
Carex sempervirens
Carex senta
Carex seorsa
Carex serotina
Carex serpenticola
Carex serratodens
Carex setacea
Carex sheldonii
Carex shinnersii
Carex shortiana
Carex shriveri
Carex siccata
Carex siderosticta
Carex silicea
Carex simpliciuscula
Carex simulata
Carex sitchensis
Carex smalliana
Carex socialis
Carex solandri
Carex songorica
Carex sonomensis
Carex sonomensis
Carex soperi
Carex sororia
Carex sparganioides
Carex specicola
Carex specifica
Carex spectabilis
Carex specuicola
Carex spicata
Carex spicatopaniculata
Carex spissa
Carex spp.
Carex sprengelii
Carex squarrosa
Carex standleyana
Carex stans
Carex stellata
Carex stellulata
Carex stenocarpa
Carex stenochlaena
Carex stenophylla
Carex stenoptera
Carex stenoptila
Carex sterilis
Carex steudelii
Carex steudneri
Carex stevenii
Carex stipata
Carex stolonifera
Carex straminea
Carex straminiformis
Carex striata
Carex striatula
Carex stricta
Carex strictior
Carex stygia
Carex styloflexa
Carex stylosa
Carex subbracteata
Carex suberecta
Carex subfusca
Carex subnigricans
Carex suborbiculata
Carex subspathacea
Carex substricta
Carex suksdorfii
Carex superata
Carex supina
Carex svensonis
Carex swanii
Carex sychnocephala
Carex sylvatica
Carex sylvicola
Carex tahoensis
Carex tangiana
Carex tenax
Carex tenera
Carex teneriformis
Carex tenuiculmis
Carex tenuiflora
Carex tereticaulis
Carex ternaria
Carex testacea
Carex tetanica
Carex tetrastachya
Carex texensis
Carex thornei
Carex thunbergii
Carex thurberi
Carex timida
Carex tincta
Carex tiogana
Carex tolmiei
Carex tolmiei
Carex tomentosa
Carex tompkinsii
Carex tonsa
Carex torreyi
Carex torta
Carex tracyi
Carex triangularis
Carex tribuloides
Carex triceps
Carex trichocarpa
Carex trifida
Carex triquetra
Carex trisperma
Carex tristis
Carex tuckermanii
Carex tumulicola
Carex turbinata
Carex turgescens
Carex turgidula
Carex turkestanica
Carex typhina
Carex uberior
Carex ultra
Carex umbellata
Carex umbrosa
Carex uncinata
Carex uncompahgre
Carex unilateralis
Carex unisexualis
Carex ursina
Carex uruguensis
Carex utriculata
Carex vacillans
Carex vaginata
Carex vahlii
Carex vallicola
Carex varia
Carex venusta
Carex venustula
Carex vernacula
Carex verrucosa
Carex vesicaria
Carex vestita
Carex vexans
Carex vicaria
Carex virens
Carex virescens
Carex virgata
Carex viridistellata
Carex viridula
Carex vulgaris
Carex vulpina
Carex vulpinoidea
Carex wahuensis
Carex wakatipu
Carex walteriana
Carex whitneyi
Carex wiegandii
Carex willdenowii
Carex williamsii
Carex woodii
Carex wootonii
Carex x calderi
Carex xanthosperma
Carex xerantica
Carex xerophila
Carex yosemitana
Carex ×abitibiana
Carex ×absconditiformis
Carex ×aestivaliformis
Carex ×anticostensis
Carex ×aquanigra
Carex ×arctophila
Carex ×caesariensis
Carex ×calderi
Carex ×cayouettei
Carex ×clausa
Carex ×connectens
Carex ×copulata
Carex ×corcontica
Carex ×crinitoides
Carex ×deamii
Carex ×dumanii
Carex ×exsalina
Carex ×firmior
Carex ×flavicans
Carex ×fulleri
Carex ×fulva
Carex ×gardneri
Carex ×grantii
Carex ×groenlandica
Carex ×haematolepis
Carex ×hartii
Carex ×helvola
Carex ×kenaica
Carex ×knieskernii
Carex ×kuekenthaliana
Carex ×kyyhkynenii
Carex ×langeana
Carex ×leutzii
Carex ×limosoides
Carex ×limula
Carex ×macounii
Carex ×massonii
Carex ×mendica
Carex ×minganinsularum
Carex ×mirata
Carex ×mucronulata
Carex ×nearctica
Carex ×neobigelowii
Carex ×neofilipendula
Carex ×neomiliaris
Carex ×neorigida
Carex ×nubens
Carex ×olneyi
Carex ×oneillii
Carex ×paludivagans
Carex ×pannewitziana
Carex ×patuensis
Carex ×persalina
Carex ×physocarpioides
Carex ×physocarpoides
Carex ×pieperiana
Carex ×pseudofulva
Carex ×pseudohelvola
Carex ×quebecensis
Carex ×quirponensis
Carex ×reducta
Carex ×rollandii
Carex ×sardloqensis
Carex ×saxenii
Carex ×schatzii
Carex ×soerensenii
Carex ×spiculosa
Carex ×stansalina
Carex ×stenolepis
Carex ×subimpressa
Carex ×sublimosa
Carex ×subpaleacea
Carex ×subpatula
Carex ×subrecta
Carex ×subreducta
Carex ×subsalina
Carex ×substans
Carex ×subviridula
Carex ×sullivantii
Carex ×trichina
Carex ×xanthina
Carex ×xanthocarpa
Carex ×zahnii
Careya arborea
Careya sphaerica
Carica candamarcensis
Carica hybr.
Carica monoica
Carica papaya
Carica pubescens
Carica pubescens
Carica quercifolia
Carica spp.
Cariniana estrellensis
Cariniana legalis
Cariniana micrantha
Cariniana pyriformis
Carissa bispinosa
Carissa carandas
Carissa edulis
Carissa grandiflora
Carissa macrocarpa
Carissa spinarum
Carissa tetramera
Carlemannia griffithii
Carlina acanthifolia
Carlina acaulis
Carlina corymbosa
Carlina vulgaris
Carlowrightia arizonica
Carlowrightia linearifolia
Carlowrightia mexicana
Carlowrightia parviflora
Carlowrightia parvifolia
Carlowrightia pubens
Carlowrightia serpyllifolia
Carlowrightia texana
Carlowrightia torreyana
Carlquistia muirii
Carludovica palmata
Carludovica spp.
Carmichaelia appressa
Carmichaelia arborea
Carmichaelia australis
Carmichaelia carmichaeliae
Carmichaelia compacta
Carmichaelia crassicaulis
Carmichaelia enysii
Carmichaelia exsul
Carmichaelia glabrescens
Carmichaelia kirkii
Carmichaelia monroi
Carmichaelia nana
Carmichaelia odorata
Carmichaelia petriei
Carmichaelia spp.
Carmichaelia stevensonii
Carmichaelia torulosa
Carmichaelia uniflora
Carmichaelia williamsi
Carmichaelia williamsii
Carminatia tenuiflora
Carmona retusa
Carnegia gigantea
Carnegiea gigantea
Caropsis verticillatoinundata
Carpentaria acuminata
Carpenteria californica
Carpesium abrotanoides
Carpesium cernuum
Carphephorus bellidifolius
Carphephorus carnosus
Carphephorus corymbosus
Carphephorus odoratissimus
Carphephorus paniculatus
Carphephorus pseudoliatris
Carphephorus tomentosus
Carphochaete bigelovii
Carpinus americana
Carpinus betulus
Carpinus caroliniana
Carpinus cordata
Carpinus coreana
Carpinus faginea
Carpinus fangiana
Carpinus fargesiana
Carpinus henryana
Carpinus hupeana
Carpinus japonica
Carpinus kawakamii
Carpinus langaoensis
Carpinus laxiflora
Carpinus orientalis
Carpinus polyneura
Carpinus pubescens
Carpinus rankanensis
Carpinus shensiensis
Carpinus spp.
Carpinus tschonoskii
Carpinus turczaninovii
Carpinus viminea
Carpobolus orbicularis
Carpobrotus acinaciformis
Carpobrotus aequilateralus
Carpobrotus aequilaterus
Carpobrotus chilensis
Carpobrotus dimidiatus
Carpobrotus edulis
Carpobrotus glaucescens
Carpobrotus modestus
Carpobrotus muirii
Carpobrotus rossii
Carpobrotus virescens
Carpoceros carolinianus
Carpoceros laevis
Carpoceros punctatus
Carpodetus serratus
Carpolipum fertile
Carpolipum melanosporum
Carpolipum orbiculare
Carpolipum valvatum
Carpolobia lutea
Carpotroche brasiliensis
Carpotroche spp.
Carpoxylon macrospermum
Carrichtera annua
Carrierea calycina
Carruanthus ringens
Carsonia sparsifolia
Carteria corallicola
Carthamus alexandrinus
Carthamus baeticus
Carthamus boissieri
Carthamus creticus
Carthamus curdicus
Carthamus dentatus
Carthamus divaricatus
Carthamus glaucus
Carthamus gypsicola
Carthamus laevis
Carthamus lanatus
Carthamus leucocaulos
Carthamus nitidus
Carthamus oxyacantha
Carthamus oxyacanthus
Carthamus palaestinus
Carthamus persicus
Carthamus rechingeri
Carthamus spp.
Carthamus tenuis
Carthamus tinctorius
Carthamus turkestanicus
Cartonema spicatum
Cartrema americana
Cartrema floridana
Carum bulbocastanum
Carum buriaticum
Carum carvi
Carum caucasicum
Carum copticum
Carum gairdneri
Carum grossheimi
Carum leucocoleon
Carum meifolium
Carum montanum
Carum petroselinum
Carum porphyrocoleon
Carum rigidulum
Carum spp.
Carum velenovskyi
Carya alba
Carya aquatica
Carya buckleyi
Carya carolinae-septentrionalis
Carya cathayensis
Carya cordiformis
Carya floridana
Carya glabra
Carya hunanensis
Carya hybr.
Carya illinoinensis
Carya kweichowensis
Carya laciniosa
Carya leiodermis
Carya magnifloridana
Carya microcarpa
Carya myristiciformis
Carya oliviformis
Carya ovalis
Carya ovata
Carya pallida
Carya palmeri
Carya pecan
Carya poilanei
Carya porcina
Carya spp.
Carya texana
Carya tomentosa
Carya tonkinensis
Carya x brownii
Carya x collina
Carya x demareei
Carya x dunbarii
Carya x laneyi
Carya x lecontei
Carya x ludoviciana
Carya x nussbaumeri
Carya x schneckii
Carya ×brownii
Carya ×collina
Carya ×demareei
Carya ×dunbarii
Carya ×laneyi
Carya ×lecontei
Carya ×ludoviciana
Carya ×nussbaumeri
Carya ×schneckii
Caryocar amygdaliferum
Caryocar brasiliense
Caryocar coriaceum
Caryocar costaricense
Caryocar glabrum
Caryocar microcarpum
Caryocar nuciferum
Caryocar villosum
Caryodendron amazonicum
Caryodendron orinocense
Caryolophora sempervirens
Caryophyllus aromaticus
Caryopteris incana
Caryopteris mongholica
Caryopteris tangutica
Caryopteris x clandonensis
Caryopteris ×clandonensis
Caryota cumingii
Caryota maxima
Caryota mitis
Caryota obtusa
Caryota ophiopellis
Caryota rumphiana
Caryota spp.
Caryota urens
Casasia clusiifolia
Cascabela thevetia
Cascadia nuttallii
Casearia aculeata
Casearia arborea
Casearia bicolor
Casearia corymbosa
Casearia decandra
Casearia graveolens
Casearia guianensis
Casearia hirsuta
Casearia hirtella
Casearia laetioides
Casearia lasiophylla
Casearia nitida
Casearia praecox
Casearia spinulosa
Casearia sylvestris
Casearia tomentosa
Casimiroa edulis
Casimiroa greggii
Casimiroa pringlei
Casimiroa sapota
Casimiroa spp.
Casimiroa tetrameria
Casparea congesta
Casparea jermyana
Caspareopsis monandra
Cassia abbreviata
Cassia absus
Cassia aciphylla
Cassia acutifolia
Cassia aeschinomene
Cassia afrofistula
Cassia alata
Cassia angulata
Cassia angustifolia
Cassia antillana
Cassia aristellata
Cassia armata
Cassia artemisioides
Cassia aspera
Cassia aubrevillei
Cassia auriculata
Cassia australis
Cassia bacillaris
Cassia bahamensis
Cassia bakeriana
Cassia bauhinioides
Cassia bicapsularis
Cassia bonariensis
Cassia brachiata
Cassia brewsteri
Cassia calycioides
Cassia carnaval
Cassia chamaecrista
Cassia chapmanii
Cassia chatelainiana
Cassia circinnata
Cassia coluteoides
Cassia coronilloides
Cassia corymbosa
Cassia covesii
Cassia cowanii
Cassia deeringiana
Cassia desolata
Cassia didymobotrya
Cassia diphylla
Cassia durangensis
Cassia ekmaniana
Cassia emarginata
Cassia eremophila
Cassia excelsa
Cassia exunguis
Cassia fasciculata
Cassia fastuosa
Cassia ferruginea
Cassia fistula
Cassia fistulosa
Cassia flexuosa
Cassia floribunda
Cassia fructicosa
Cassia gaudichaudii
Cassia glandulosa
Cassia glauca
Cassia grammica
Cassia grandis
Cassia granulata
Cassia greggii
Cassia hebecarpa
Cassia helmsii
Cassia hirsuta
Cassia hybr.
Cassia javanica
Cassia keyensis
Cassia laevigata
Cassia latistipula
Cassia leiandra
Cassia leptadenia
Cassia leptocarpa
Cassia leptophylla
Cassia leschenaultiana
Cassia ligustrina
Cassia lindheimeriana
Cassia marginata
Cassia marilandica
Cassia medsgeri
Cassia mimosoides
Cassia mirabilis
Cassia mississippiensis
Cassia moschata
Cassia multiglandulosa
Cassia multijuga
Cassia nemophila
Cassia nictitans
Cassia nitida
Cassia notabilis
Cassia obovata
Cassia obtusifolia
Cassia occidentalis
Cassia odorata
Cassia orcuttii
Cassia patellaria
Cassia pendula
Cassia petersiana
Cassia phyllodinea
Cassia pilosa
Cassia pilosior
Cassia pleurocarpa
Cassia polyphylla
Cassia portoricensis
Cassia pumilio
Cassia ramosa
Cassia ripleyana
Cassia robusta
Cassia roemeriana
Cassia rostrata
Cassia rotundifolia
Cassia roxburghii
Cassia schultesii
Cassia senna
Cassia senna
Cassia sericea
Cassia serpens
Cassia siamea
Cassia sieberiana
Cassia singueana
Cassia sophera
Cassia speciosa
Cassia spectabilis
Cassia splendida
Cassia spp.
Cassia spruceana
Cassia stahlii
Cassia stipulacea
Cassia sturtii
Cassia suffruticosa
Cassia sulfurea
Cassia surattensis
Cassia texana
Cassia tomentosa
Cassia tomentosa
Cassia tora
Cassia tora
Cassia uniflora
Cassia wislizeni
Cassia wrightii
Cassia x nealiae
Cassine xylocarpa
Cassinia aculeata
Cassinia arcuata
Cassinia aureonitens
Cassinia laevis
Cassinia longifolia
Cassinia theodori
Cassinia trinerva
Cassinia uncata
Cassiope fastigiata
Cassiope hypnoides
Cassiope lycopodioides
Cassiope mertensiana
Cassiope selaginoides
Cassiope spp.
Cassiope stelleriana
Cassiope tetragona
Cassipourea alba
Cassipourea elliptica
Cassipourea guianensis
Cassipourea spp.
Cassytha baccifera
Cassytha filiformis
Cassytha melantha
Castalia amazonum
Castalia ampla
Castalia elegans
Castalia flava
Castalia jamesoniana
Castalia lekophylla
Castalia minor
Castalia odorata
Castalia pulchella
Castalia reniformis
Castalia rudgeana
Castalia tetragona
Castalia tuberosa
Castalis tragus
Castanea alabamensis
Castanea alnifolia
Castanea americana
Castanea ashei
Castanea bungeana
Castanea crenata
Castanea dentata
Castanea floridana
Castanea formosana
Castanea henryi
Castanea hybr.
Castanea japonica
Castanea mollissima
Castanea ozarkensis
Castanea pubinervis
Castanea pumila
Castanea sativa
Castanea seguinii
Castanea spp.
Castanea stricta
Castanea vesca
Castanea vulgaris
Castanea x blaringhemii
Castanea x burbankii
Castanea x coudercii
Castanea x endicottii
Castanea x fleetii
Castanea x morrisii
Castanea x neglecta
Castanea x pulchella
Castanea ×neglecta
Castanopsis acuminatissima
Castanopsis argentea
Castanopsis argyrophylla
Castanopsis carlesii
Castanopsis chrysophylla
Castanopsis concinna
Castanopsis cuspidata
Castanopsis delavayi
Castanopsis diversifolia
Castanopsis eyrei
Castanopsis fabri
Castanopsis fargesii
Castanopsis indica
Castanopsis inermis
Castanopsis javanica
Castanopsis kawakamii
Castanopsis lanceifolia
Castanopsis orthacantha
Castanopsis philipensis
Castanopsis purpurella
Castanopsis sclerophylla
Castanopsis sempervirens
Castanopsis sieboldii
Castanopsis spp.
Castanopsis tessellata
Castanopsis tibetana
Castanopsis tribuloides
Castanopsis tungurrut
Castanospermum australe
Castanospora alphandii
Castela coccinea
Castela emoryi
Castela erecta
Castela stewartii
Castela texana
Castela tortuosa
Castelaria nicholsonii
Castellanosia caineana
Castellia tuberculosa
Castilla elastica
Castilla panamensis
Castilla spp.
Castilla ulei
Castilleja acuminata
Castilleja affinis
Castilleja ambigua
Castilleja angustifolia
Castilleja annua
Castilleja applegatei
Castilleja applegatei
Castilleja aquariensis
Castilleja arachnoidea
Castilleja arvensis
Castilleja attenuata
Castilleja austromontana
Castilleja barnebyana
Castilleja brevilobata
Castilleja brevistyla
Castilleja breweri
Castilleja calcicola
Castilleja californica
Castilleja campestris
Castilleja caudata
Castilleja cervina
Castilleja chambersii
Castilleja chlorotica
Castilleja christii
Castilleja chromosa
Castilleja chrymactis
Castilleja chrysantha
Castilleja ciliata
Castilleja cinerea
Castilleja citrina
Castilleja clokeyi
Castilleja coccinea
Castilleja confusa
Castilleja covilleana
Castilleja crista-galli
Castilleja cruenta
Castilleja cryptantha
Castilleja culbertsonii
Castilleja cusickii
Castilleja densiflora
Castilleja dissitiflora
Castilleja disticha
Castilleja dixonii
Castilleja douglasii
Castilleja elata
Castilleja elegans
Castilleja elkoensis
Castilleja elmeri
Castilleja elongata
Castilleja ewanii
Castilleja exilis
Castilleja exserta
Castilleja filifolia
Castilleja fissifolia
Castilleja flava
Castilleja flavescens
Castilleja foliolosa
Castilleja franciscana
Castilleja fraterna
Castilleja fulva
Castilleja genevievana
Castilleja glandulifera
Castilleja gleasoni
Castilleja gracillima
Castilleja grisea
Castilleja gyroloba
Castilleja haydenii
Castilleja henryae
Castilleja hispida
Castilleja hololeuca
