+Crataegomespilus dardarii
Hygrophila polysperma
Hygrophila portoricensis
Hygrophila ringens
Hygrophila triflora
Hygroryza aristata
Hylaeorchis spp.
Hylebates chlorochloe
Hylebates cordatus
Hylenaea comosa
Hylocereus costaricensis
Hylocereus trigonus
Hylocereus undatus
Hylocomiastrum pyrenaicum
Hylocomiastrum umbratum
Hylocomium alaskanum
Hylocomium brevirostre
Hylocomium giganteum
Hylocomium proliferum
Hylocomium pyrenaicum
Hylocomium splendens
Hylocomium umbratum
Hylodendron gabunense
Hylodesmum glutinosum
Hylodesmum laxum
Hylodesmum leptopus
Hylodesmum nudiflorum
Hylodesmum oldhamii
Hylodesmum pauciflorum
Hylodesmum podocarpum
Hylodesmum repandum
Hylomecon hylomeconoides
Hylomecon japonica
Hylophila spp.
Hylotelephium anacampseros
Hylotelephium cauticola
Hylotelephium erythrostictum
Hylotelephium ewersii
Hylotelephium pallescens
Hylotelephium populifolium
Hylotelephium pseudospectabile
Hylotelephium sieboldii
Hylotelephium spectabile
Hylotelephium spp.
Hylotelephium tatarinowii
Hylotelephium telephioides
Hylotelephium telephium
Hylotelephium telephium
Hylotelephium viviparum
Hymenachne acutigluma
Hymenachne amplexicaulis
Hymenachne aurita
Hymenachne grumosa
Hymenachne pernambucensis
Hymenachne x calamitosa
Hymenaea aurea
Hymenaea courbaril
Hymenaea eriogyne
Hymenaea intermedia
Hymenaea martiana
Hymenaea oblongifolia
Hymenaea parvifolia
Hymenaea reticulata
Hymenaea rubriflora
Hymenaea stigonocarpa
Hymenaea verrucosa
Hymenanthera obovata
Hymenatherum neomexicanum
Hymenatherum pentachaetum
Hymenatherum tagetoides
Hymenelia arctica
Hymenelia ceracea
Hymenelia euplotica
Hymenelia heteromorpha
Hymenelia lacustris
Hymenelia melanocarpa
Hymenelia ochrolemma
Hymenelia rhodopsis
Hymenocallis arenicola
Hymenocallis bidentata
Hymenocallis caribaea
Hymenocallis caroliniana
Hymenocallis caymanensis
Hymenocallis choctawensis
Hymenocallis collieri
Hymenocallis concinna
Hymenocallis coronaria
Hymenocallis crassifolia
Hymenocallis declinata
Hymenocallis duvalensis
Hymenocallis eulae
Hymenocallis eulae
Hymenocallis expansa
Hymenocallis floridana
Hymenocallis franklinensis
Hymenocallis galvestonensis
Hymenocallis gholsonii
Hymenocallis godfreyi
Hymenocallis harrisiana
Hymenocallis henryae
Hymenocallis humilis
Hymenocallis keyensis
Hymenocallis kimballiae
Hymenocallis laciniata
Hymenocallis latifolia
Hymenocallis liriosme
Hymenocallis littoralis
Hymenocallis macrostephana
Hymenocallis moldenkiana
Hymenocallis occidentalis
Hymenocallis occidentalis
Hymenocallis palmeri
Hymenocallis palusvirensis
Hymenocallis punta-gordensis
Hymenocallis puntagordensis
Hymenocallis pygmaea
Hymenocallis rotata
Hymenocallis senegambica
Hymenocallis sonorensis
Hymenocallis speciosa
Hymenocallis spp.
Hymenocallis tenuiflora
Hymenocallis traubii
Hymenocallis tridentata
Hymenocallis tubiflora
Hymenocallis x festalis
Hymenocardia acida
Hymenocardia ulmoides
Hymenocarpos circinnatus
Hymenocarpos cornicina
Hymenocarpos hamosus
Hymenocarpos lotoides
Hymenochaeta triqueter
Hymenoclea fasciculata
Hymenoclea monogyra
Hymenoclea pentalepis
Hymenoclea salsola
Hymenoclea sandersonii
Hymenocrater spp.
Hymenodictyon orixense
Hymenodium crinitum
Hymenogyne glabra
Hymenolobium excelsum
Hymenolobium flavum
Hymenolobium heterocarpum
Hymenolobium janeirense
Hymenolobium modestum
Hymenolobium nitidum
Hymenolobium petraeum
Hymenolobium sericeum
Hymenolobus procumbens
Hymenopappus arenosus
Hymenopappus artemisiifolius
Hymenopappus biennis
Hymenopappus carolinensis
Hymenopappus carrizoanus
Hymenopappus cinereus
Hymenopappus corymbosus
Hymenopappus eriopodus
Hymenopappus filifolius
Hymenopappus flavescens
Hymenopappus flavomarginatus
Hymenopappus gloriosus
Hymenopappus lugens
Hymenopappus luteus
Hymenopappus mexicanus
Hymenopappus newberryi
Hymenopappus pauciflorus
Hymenopappus polycephalus
Hymenopappus radiatus
Hymenopappus robustus
Hymenopappus scabiosaeus
Hymenopappus spp.
Hymenopappus tenuifolius
Hymenophyllum asplenioides
Hymenophyllum axillare
Hymenophyllum baldwinii
Hymenophyllum barbatum
Hymenophyllum brevifrons
Hymenophyllum ciliatum
Hymenophyllum contortum
Hymenophyllum crispum
Hymenophyllum decurrens
Hymenophyllum elegantulum
Hymenophyllum fendlerianum
Hymenophyllum flabellatum
Hymenophyllum fragile
Hymenophyllum fucoides
Hymenophyllum hirsutum
Hymenophyllum integrum
Hymenophyllum lanatum
Hymenophyllum lanceolatum
Hymenophyllum lineare
Hymenophyllum macrothecum
Hymenophyllum microcarpum
Hymenophyllum obtusum
Hymenophyllum paucicarpum
Hymenophyllum polyanthos
Hymenophyllum protrusum
Hymenophyllum recurvum
Hymenophyllum sericeum
Hymenophyllum serrulatum
Hymenophyllum sieberi
Hymenophyllum tayloriae
Hymenophyllum tegularis
Hymenophyllum tunbrigense
Hymenophyllum undulatum
Hymenophyllum wrightii
Hymenophysa pubescens
Hymenorchis spp.
Hymenosporum flavum
Hymenostomum inoperculatum
Hymenostomum microstomum
Hymenostomum rostellatum
Hymenostomum tortile
Hymenostylium curvirostre
Hymenostylium insigne
Hymenostylium recurvirostre
Hymenostylium scabrum
Hymenothrix dissecta
Hymenothrix loomisii
Hymenothrix pedata
Hymenothrix wislizeni
Hymenothrix wrightii
Hymenoxys acaulis
Hymenoxys ambigens
Hymenoxys anthemoides
Hymenoxys argentea
Hymenoxys bigelovii
Hymenoxys brachyactis
Hymenoxys brandegeei
Hymenoxys cooperi
Hymenoxys depressa
Hymenoxys glabra
Hymenoxys grandiflora
Hymenoxys helenioides
Hymenoxys herbacea
Hymenoxys hoopesii
Hymenoxys ivesiana
Hymenoxys jamesii
Hymenoxys lapidicola
Hymenoxys lemmonii
Hymenoxys linearifolia
Hymenoxys microcephala
Hymenoxys odorata
Hymenoxys olivacea
Hymenoxys perpygmaea
Hymenoxys quinquesquamata
Hymenoxys richardsonii
Hymenoxys rusbyi
Hymenoxys scaposa
Hymenoxys spp.
Hymenoxys subintegra
Hymenoxys texana
Hymenoxys torreyana
Hymenoxys turneri
Hymenoxys vaseyi
Hyophila involuta
Hyophila riparia
Hyophila stanfordensis
Hyophila tortula
Hyophiladelphus agrarius
Hyophilopsis sprengelii
Hyophorbe amaricaulis
Hyophorbe indica
Hyophorbe lagenicaulis
Hyophorbe spp.
Hyophorbe verschaffeltii
Hyoscyamus albus
Hyoscyamus aureus
Hyoscyamus muticus
Hyoscyamus niger
Hyoscyamus pusillus
Hyoscyamus reticulatus
Hyoscyamus spp.
Hyoseris biflora
Hyoseris frutescens
Hyoseris lucida
Hyoseris minima
Hyoseris virginica
Hyparrhenia anthistirioides
Hyparrhenia arrhenobasis
Hyparrhenia barteri
Hyparrhenia bracteata
Hyparrhenia claessensii
Hyparrhenia confinis
Hyparrhenia cymbaria
Hyparrhenia diplandra
Hyparrhenia dregeana
Hyparrhenia filipendula
Hyparrhenia finitima
Hyparrhenia formosa
Hyparrhenia gazensis
Hyparrhenia hirta
Hyparrhenia nyassae
Hyparrhenia papillipes
Hyparrhenia pilgeriana
Hyparrhenia poecilotricha
Hyparrhenia quarrei
Hyparrhenia rufa
Hyparrhenia spp.
Hyparrhenia subplumosa
Hyparrhenia variabilis
Hyparrhenia welwitschii
Hypecoum grandiflorum
Hypecoum imberbe
Hypecoum leptocarpum
Hypecoum littorale
Hypecoum pendulum
Hypecoum procumbens
Hypelate trifoliata
Hyperbaena domingensis
Hyperbaena guatemalensis
Hyperbaena laurifolia
Hyperbaena mexicana
Hypericophyllum compositarum
Hypericum acutifolium
Hypericum addingtonii
Hypericum adpressum
Hypericum aegypticum
Hypericum aethiopicum
Hypericum ambiguum
Hypericum anagalloides
Hypericum androsaemum
Hypericum annulatum
Hypericum apocynifolium
Hypericum ascyron
Hypericum aspalathoides
Hypericum attenuatum
Hypericum aureum
Hypericum balearicum
Hypericum barbatum
Hypericum beanii
Hypericum bellum
Hypericum bissellii
Hypericum bithynicum
Hypericum boreale
Hypericum brachyphyllum
Hypericum brasiliense
Hypericum buckleii
Hypericum buckleyi
Hypericum calycinum
Hypericum canadense
Hypericum canariense
Hypericum caprifoliatum
Hypericum caprifolium
Hypericum carinatum
Hypericum cerastoides
Hypericum chapmanii
Hypericum cistifolium
Hypericum coadunatum
Hypericum concinnum
Hypericum confertum
Hypericum coris
Hypericum crux-andreae
Hypericum cumulicola
Hypericum degeneri
Hypericum densiflorum
Hypericum denticulatum
Hypericum diosmoides
Hypericum dissimulatum
Hypericum dolabriforme
Hypericum drummondii
Hypericum dyeri
Hypericum edisonianum
Hypericum elegans
Hypericum ellipticum
Hypericum elodes
Hypericum elongatum
Hypericum empetrifolium
Hypericum erectum
Hypericum erythraeae
Hypericum erythreae
Hypericum exile
Hypericum fasciculatum
Hypericum formosum
Hypericum forrestii
Hypericum fragile
Hypericum fraseri
Hypericum frondosum
Hypericum galioides
Hypericum gentianoides
Hypericum glomeratum
Hypericum gramineum
Hypericum grandifolium
Hypericum graveolens
Hypericum gymnanthum
Hypericum hakonense
Hypericum harperi
Hypericum harperi
Hypericum hircinum
Hypericum hirsutum
Hypericum hookerianum
Hypericum humifusum
Hypericum hypericoides
Hypericum hyssopifolium
Hypericum irazuense
Hypericum japonicum
Hypericum kalmianum
Hypericum kamtschaticum
Hypericum kelleri
Hypericum kouytchense
Hypericum lancasteri
Hypericum lanceolatum
Hypericum latisepalum
Hypericum leschenaultii
Hypericum linariifolium
Hypericum linarioides
Hypericum lissophloeus
Hypericum lloydii
Hypericum lobocarpum
Hypericum longistylum
Hypericum maculatum
Hypericum majus
Hypericum microsepalum
Hypericum mitchellianum
Hypericum monogynum
Hypericum montanum
Hypericum montbretii
Hypericum mutilum
Hypericum myrianthum
Hypericum myrtifolium
Hypericum nitidum
Hypericum nortoniae
Hypericum nudiflorum
Hypericum oblongifolium
Hypericum oklahomense
Hypericum olympicum
Hypericum opacum
Hypericum orientale
Hypericum origanifolium
Hypericum parvulum
Hypericum patulum
Hypericum pauciflorum
Hypericum perforatum
Hypericum petiolatum
Hypericum polyphyllum
Hypericum pratense
Hypericum prolificum
Hypericum pruinatum
Hypericum pseudomaculatum
Hypericum pseudopetiolatum
Hypericum pulchrum
Hypericum punctatum
Hypericum pyramidatum
Hypericum radfordiorum
Hypericum reductum
Hypericum reflexum
Hypericum repens
Hypericum revolutum
Hypericum robertii
Hypericum roeperianum
Hypericum rumeliacum
Hypericum sampsonii
Hypericum scabrum
Hypericum scouleri
Hypericum setosum
Hypericum spathulatum
Hypericum sphaerocarpum
Hypericum splendens
Hypericum spp.
Hypericum stans
Hypericum stragulum
Hypericum subpetiolatum
Hypericum suffruticosum
Hypericum swinkianum
Hypericum tenuifolium
Hypericum tetrapetalum
Hypericum tetrapterum
Hypericum thesiifolium
Hypericum tomentosum
Hypericum triquetrifolium
Hypericum tubulosum
Hypericum turgidum
Hypericum undulatum
Hypericum uralum
Hypericum virgatum
Hypericum virginicum
Hypericum walteri
Hypericum webbii
Hypericum wilsonii
Hypericum x cyathiflorum
Hypericum x hidcoteense
Hypericum x inodorum
Hypericum x moserianum
Hypericum yakusimense
Hypericum ×inodorum
Hypericum ×moserianum
Hyperphyscia adglutinata
Hyperphyscia minor
Hyperphyscia syncolla
Hypertelis cerviana
Hyperthelia dissoluta
Hyphaene benguelensis
Hyphaene compressa
Hyphaene coriacea
Hyphaene guineensis
Hyphaene multiformis
Hyphaene petersiana
Hyphaene spp.
Hyphaene thebaica
Hypnum abietinum
Hypnum andoi
Hypnum arcuatum
Hypnum bambergeri
Hypnum bridelianum
Hypnum callichroum
Hypnum circinale
Hypnum crista-castrensis
Hypnum cupressiforme
Hypnum curvifolium
Hypnum depressulum
Hypnum dieckii
Hypnum ericetorum
Hypnum fastigiatum
Hypnum fertile
Hypnum geminum
Hypnum haldanianum
Hypnum hamulosum
Hypnum imponens
Hypnum jutlandicum
Hypnum lindbergii
Hypnum mammillatum
Hypnum molluscoides
Hypnum molluscum
Hypnum pallescens
Hypnum patientiae
Hypnum plicatile
Hypnum plicatulum
Hypnum pratense
Hypnum procerrimum
Hypnum protuberans
Hypnum recurvatum
Hypnum reptile
Hypnum revolutum
Hypnum subimponens
Hypnum subplicatile
Hypnum vaucheri
Hypocalymma angustifolium
Hypocalymma robustum
Hypocalymma spp.
Hypocalyptus coluteoides
Hypocalyptus oxalidifolius
Hypocalyptus sophoroides
Hypocenomyce anthracophila
Hypocenomyce castaneocinerea
Hypocenomyce friesii
Hypocenomyce leucococca
Hypocenomyce praestabilis
Hypocenomyce scalaris
Hypocenomyce sorophora
Hypocenomyce xanthococca
Hypochaeris achyrophorus
Hypochaeris brasiliensis
Hypochaeris chillensis
Hypochaeris ciliata
Hypochaeris elata
Hypochaeris glabra
Hypochaeris maculata
Hypochaeris microcephala
Hypochaeris oligocephala
Hypochaeris radicata
Hypochaeris scorzonerae
Hypochaeris sessiliflora
Hypochaeris spp.
Hypochaeris tweediei
Hypochaeris tweedyi
Hypodaphnis zenkeri
Hypoderris brownii
Hypodiscus argenteus
Hypoestes maculosa
Hypoestes phyllostachya
Hypogon verticillata
Hypogon verticillata
Hypogymnia apinnata
Hypogymnia austerodes
Hypogymnia bitteri
Hypogymnia bitteriana
Hypogymnia canadensis
Hypogymnia duplicata
Hypogymnia elongata
Hypogymnia encausta
Hypogymnia enteromorpha
Hypogymnia farinacea
Hypogymnia heterophylla
Hypogymnia imshaugii
Hypogymnia inactiva
Hypogymnia intestiniformis
Hypogymnia krogiae
Hypogymnia lugubris
Hypogymnia metaphysodes
Hypogymnia mollis
Hypogymnia occidentalis
Hypogymnia oceanica
Hypogymnia oroarctica
Hypogymnia physodes
Hypogymnia pseudophysodes
Hypogymnia pulverata
Hypogymnia rugosa
Hypogymnia subcapitata
Hypogymnia subobscura
Hypogymnia subphysodes
Hypogymnia tubulosa
Hypogymnia vittata
Hypogynium virgatum
Hypolepis flaccida
Hypolepis hawaiiensis
Hypolepis nigrescens
Hypolepis punctata
Hypolepis repens
Hypolepis tenerrima
Hypolepis tenuifolia
Hypolepis urbanii
Hypolytrum berteroi
Hypolytrum dissitiflorum
Hypolytrum flavinux
Hypolytrum nemorum
Hypolytrum nemorum
Hypopitys americana
Hypopitys fimbriata
Hypopitys insignata
Hypopitys lanuginosa
Hypopitys latisquama
Hypopitys monotropa
Hypopterygium fauriei
Hypopterygium tamariscinum
Hypotrachyna costaricensis
Hypotrachyna croceopustulata
Hypotrachyna densirhizinata
Hypotrachyna dentella
Hypotrachyna ensifolia
Hypotrachyna formosana
Hypotrachyna gondylophora
Hypotrachyna imbricatula
Hypotrachyna laevigata
Hypotrachyna livida
Hypotrachyna oostingii
Hypotrachyna osseoalba
Hypotrachyna polydactyla
Hypotrachyna producta
Hypotrachyna prolongata
Hypotrachyna pseudosinuosa
Hypotrachyna pulvinata
Hypotrachyna pustulifera
Hypotrachyna rachista
Hypotrachyna revoluta
Hypotrachyna riparia
Hypotrachyna rockii
Hypotrachyna showmanii
Hypotrachyna sinuosa
Hypotrachyna subsaxatilis
Hypotrachyna taylorensis
Hypotrachyna thysanota
Hypotrachyna virginica
Hypoxis baurii
Hypoxis curtissii
Hypoxis decumbens
Hypoxis hemerocallidea
Hypoxis hirsuta
Hypoxis juncea
Hypoxis kilimanjarica
Hypoxis leptocarpa
Hypoxis longii
Hypoxis mexicana
Hypoxis micrantha
Hypoxis milloides
Hypoxis multiceps
Hypoxis obtusa
Hypoxis rigida
Hypoxis rigidula
Hypoxis sessilis
Hypoxis spp.
Hypoxis stellipilis
Hypoxis villosa
Hypoxis wrightii
Hypseocharis pimpinellifolia
Hyptidendron arboreum
Hyptis alata
Hyptis americana
Hyptis americana
Hyptis atrorubens
Hyptis brevipes
Hyptis capitata
Hyptis crenata
Hyptis emoryi
Hyptis escobilla
Hyptis inodora
Hyptis lantanifolia
Hyptis marrubioides
Hyptis mutabilis
Hyptis pectinata
Hyptis radiata
Hyptis rhomboidea
Hyptis scoparia
Hyptis spicigera
Hyptis suaveolens
Hyptis verticillata
Hyssopus ambiguus
Hyssopus ferganensis
Hyssopus officinalis
Hyssopus seravschanicus
Hystrix californica
Hystrix hystrix
Hystrix patula
Ibatia maritima
Iberis amara
Iberis candicans
Iberis carnosa
Iberis ciliata
Iberis crenata
Iberis gibraltarica
Iberis hybr.
Iberis linifolia
Iberis nudicaulis
Iberis pinnata
Iberis pruitii
Iberis sempervirens
Iberis simplex
Iberis spp.
Iberis umbellata
Ibervillea fusiformis
Ibervillea hypoleuca
Ibervillea lindheimeri
Ibervillea maxima
Ibervillea millspaughii
Ibervillea sonorae
Ibervillea spp.
Ibervillea tenella
Ibervillea tenuisecta
Ibervillea tripartita
Ibicella lutea
Ibidium beckii
Ibidium cernuum
Ibidium floridanum
Ibidium gracile
Ibidium laciniatum
Ibidium longilabre
Ibidium ovale
Ibidium plantagineum
Ibidium praecox
Ibidium strictum
Ibidium tortile
Ibidium vernale
Ibidium ×intermedium
Icacina oliviformis
Icacina senegalensis
Icacorea glauciflora
Icacorea guadalupensis
Icacorea luquillensis
Icacorea paniculata
Icarus filiformis
Ichnanthus axillaris
Ichnanthus calvescens
Ichnanthus nemorosus
Ichnanthus pallens
Ichnanthus tenuis
Ichnocarpus frutescens
Ichthyomethia piscipula
Ichthyothere spp.
Ichtyoselmis macrantha
Icmadophila ericetorum
Idahoa scapigera
Idesia polycarpa
Idiospermum australiense
Ifloga ambigua
Iguanura geonomiformis
Iguanura parvula
Ilarvirus citrus leaf rugose virus
Ilarvirus citrus variegation virus
Ilex affinis
Ilex ambigua
Ilex amelanchier
Ilex anomala
Ilex aquifolium
Ilex arenicola
Ilex argentina
Ilex arimensis
Ilex asprella
Ilex beadlei
Ilex bioritsensis
Ilex brasiliensis
Ilex brevicuspis
Ilex bronxensis
Ilex buergeri
Ilex buswellii
Ilex buxifolia
Ilex canariensis
Ilex caroliniana
Ilex cassine
Ilex centrochinensis
Ilex chamaedryfolia
Ilex ciliospinosa
Ilex cinerea
Ilex colchica
Ilex collina
Ilex conocarpa
Ilex cookii
Ilex corallina
Ilex coriacea
Ilex cornuta
Ilex crenata
Ilex cumulicola
Ilex curtissii
Ilex cuthbertii
Ilex cymosa
Ilex cyrtura
Ilex decidua
Ilex delavayi
Ilex dimorphophylla
Ilex dioica
Ilex dipyrena
Ilex discolor
Ilex dugesii
Ilex dumosa
Ilex dunniana
Ilex excelsa
Ilex fargesii
Ilex fastigiata
Ilex ficifolia
Ilex ficoidea
Ilex forrestii
Ilex fragilis
Ilex geniculata
Ilex georgei
Ilex glabra
Ilex goshiensis
Ilex graciliflora
Ilex guayusa
Ilex guianensis
Ilex hanceana
Ilex hayataiana
Ilex hexandra
Ilex hippocrateoides
Ilex hookeri
Ilex hybr.
Ilex hypaneura
Ilex hyrcana
Ilex insignis
Ilex integerrima
Ilex integra
Ilex intermedia
Ilex intricata
Ilex kaushue
Ilex krugiana
Ilex kwangtungensis
Ilex laevigata
Ilex latifolia
Ilex laurina
Ilex leucoclada
Ilex liebmannii
Ilex litseifolia
Ilex liukiuensis
Ilex longipes
Ilex lundii
Ilex macfadyenii
Ilex macrocarpa
Ilex macropoda
Ilex maximowicziana
Ilex memecylifolia
Ilex micrococca
Ilex microdonta
Ilex mitis
Ilex montana
Ilex monticola
Ilex mucronata
Ilex myrtifolia
Ilex nipponica
Ilex nitida
Ilex nothofagacifolia
Ilex obcordata
Ilex opaca
Ilex paraguariensis
Ilex paraguayensis
Ilex pedunculosa
Ilex perado
Ilex pernyi
Ilex polyneura
Ilex pseudobuxus
Ilex pubescens
Ilex purpurea
Ilex pygmaea
Ilex quercetorum
Ilex repanda
Ilex retusa
Ilex riedlaei
Ilex rockii
Ilex rotunda
Ilex rubra
Ilex rugosa
Ilex rupicola
Ilex sandwicensis
Ilex scopulorum
Ilex serrata
Ilex shennongjiaensis
Ilex sideroxyloides
Ilex sikkimensis
Ilex sintenisii
Ilex spp.
Ilex suaveolens
Ilex sugerokii
Ilex szechuanensis
Ilex theezans
Ilex tolucana
Ilex triflora
Ilex tutcheri
Ilex urbaniana
Ilex venulosa
Ilex verticillata
Ilex viridis
Ilex volkensiana
Ilex vomitoria
Ilex warburgii
Ilex wightiana
Ilex wilsonii
Ilex x altaclerensis
Ilex x aquipernyi
Ilex x attenuata
Ilex x beanii
Ilex x kiusiana
Ilex x koehneana
Ilex x makinoi
Ilex x meserveae
Ilex x owariensis
Ilex x wandoensis
Ilex yunnanensis
Ilex zhejiangensis
Ilex ×attenuata
Iliamna acerifolia
Iliamna angulata
Iliamna bakeri
Iliamna corei
Iliamna crandallii
Iliamna grandiflora
Iliamna latibracteata
Iliamna longisepala
Iliamna remota
Iliamna rivularis
Illecebrum densum
Illecebrum verticillatum
Illicium anisatum
Illicium floridanum
Illicium henryi
Illicium lanceolatum
Illicium mexicanum
Illicium oligandrum
Illicium parviflorum
Illicium spp.
Illicium verum
Illosporium carneum
Illosporium corallinum
Ilysanthes anagallidea
Ilysanthes attenuata
Ilysanthes dubia
Ilysanthes grandiflora
Ilysanthes inequalis
Ilysanthes monticola
Ilysanthes saxicola
Imbralyx albiflorus
Imerinaea spp.
Immersaria carbonoidea
Impatiens academiae-moguntiae
Impatiens acaulis
Impatiens acehensis
Impatiens acmanthera
Impatiens acuminata
Impatiens aganantha
Impatiens agumbeana
Impatiens ahernii
Impatiens alboflava
Impatiens albopurpurea
Impatiens albopustulosa
Impatiens alborosea
Impatiens alborubra
Impatiens aliciae
Impatiens alliensii
Impatiens alpicola
Impatiens alveolata
Impatiens ambahatrensis
Impatiens ambanizanensis
Impatiens amoena
Impatiens amphibia
Impatiens amplexicaulis
Impatiens ampokafoensis
Impatiens anaimudica
Impatiens analavelensis
Impatiens andapensis
Impatiens andohahelae
Impatiens andringitrensis
Impatiens angustiflora
Impatiens anhuiensis
Impatiens ankaizinensis
Impatiens ankaranensis
Impatiens annulifera
Impatiens anovensis
Impatiens antongiliana
Impatiens apalophylla
Impatiens apiculata
Impatiens appendiculata
Impatiens apsotis
Impatiens aquatilis
Impatiens arachnoides
Impatiens arguta
Impatiens arnottii
Impatiens arunensis
Impatiens asperipes
Impatiens asperipetala
Impatiens assurgens
Impatiens asymmetrica
Impatiens atrolineata
Impatiens atrorubra
Impatiens aureliana
Impatiens aurella
Impatiens auricoma
Impatiens auriculata
Impatiens austrotanzanica
Impatiens balansae
Impatiens balfourii
Impatiens balsamina
Impatiens barbieri
Impatiens barbulata
Impatiens bardotiae
Impatiens barnesii
Impatiens baroniana
Impatiens baronii
Impatiens barthlottii
Impatiens bathiei
Impatiens beccarii
Impatiens befiananensis
Impatiens begoniifolia
Impatiens begonioides
Impatiens bemarahensis
Impatiens benitae
Impatiens benthamii
Impatiens bequaertii
Impatiens betongensis
Impatiens betsomangae
Impatiens bicaudata
Impatiens bicolor
Impatiens bicornuta
Impatiens bidentata
Impatiens biflora
Impatiens biganensis
Impatiens biophytoides
Impatiens bisaccata
Impatiens bivittata
Impatiens blepharosepala
Impatiens boinensis
Impatiens bonii
Impatiens brachycentra
Impatiens bracteata
Impatiens bracteolata
Impatiens briartii
Impatiens buccinalis
Impatiens buennemeijeri
Impatiens bullata
Impatiens burkei
Impatiens burtonii
Impatiens bururiensis
Impatiens calcicola
Impatiens calendulina
Impatiens callmanderi
Impatiens campanulata
Impatiens capensis
Impatiens capillipes
Impatiens cardiophylla
Impatiens carlsoniae
Impatiens catati
Impatiens cathcartii
Impatiens caviteana
Impatiens cecilii
Impatiens celatiflora
Impatiens celligera
Impatiens ceratophora
Impatiens chandrasekharanii
Impatiens charanii
Impatiens chekiangensis
Impatiens chimiliensis
Impatiens chinensis
Impatiens chishuiensis
Impatiens chiulungensis
Impatiens chlorosepala
Impatiens chloroxantha
Impatiens chonoceras
Impatiens chumphonensis
Impatiens ciliifolia
Impatiens cinnabarina
Impatiens cirrhipetala
Impatiens citrina
Impatiens clavicalcar
Impatiens clavicornu
Impatiens clavigera
Impatiens cleistogama
Impatiens clemensae
Impatiens cochinica
Impatiens coelotropis
Impatiens columbaria
Impatiens commelinoides
Impatiens comorensis
Impatiens conchibracteata
Impatiens concinna
Impatiens confusa
Impatiens congolensis
Impatiens corchorifolia
Impatiens cordata
Impatiens cornigera
Impatiens cothurnoides
Impatiens coursiana
Impatiens craddockii
Impatiens crassisepala
Impatiens crenata
Impatiens cribbii
Impatiens cryptogama
Impatiens cryptoneura
Impatiens curranii
Impatiens cuspidata
Impatiens cuspidifera
Impatiens cyanantha
Impatiens cyathiflora
Impatiens cymbifera
Impatiens dalzellii
Impatiens danguyana
Impatiens dasysperma
Impatiens davidii
Impatiens decaryana
Impatiens decipiens
Impatiens delabathiana
Impatiens delavayi
Impatiens delectans
Impatiens delicatula
Impatiens dempoana
Impatiens dendricola
Impatiens denisonii
Impatiens densifolia
Impatiens depauperata
Impatiens desmantha
Impatiens devolii
Impatiens dewildeana
Impatiens dicentra
Impatiens diepenhorstii
Impatiens digitata
Impatiens discolor
Impatiens disotis
Impatiens diversifolia
Impatiens dorstenioides
Impatiens drepanophora
Impatiens druartii
Impatiens duclouxii
Impatiens duthiei
Impatiens ecalcarata
Impatiens echinosperma
Impatiens ecornuta
Impatiens edgeworthii
Impatiens elachistocentra
Impatiens elatostemmoides
Impatiens elegans
Impatiens elephanticeps
Impatiens elisettae
Impatiens elmeri
Impatiens elongata
Impatiens emiliae
Impatiens engleri
Impatiens epilobioides
Impatiens erecticornis
Impatiens eriosperma
Impatiens eryaleia
Impatiens ethiopica
Impatiens etindensis
Impatiens eubotrya
Impatiens exilis
Impatiens falcifera
Impatiens fanjingshanica
Impatiens fenghwaiana
Impatiens fianarantsoae
Impatiens filicaulis
Impatiens filicornu
Impatiens firmula
Impatiens fischeri
Impatiens flaccida
Impatiens flammea
Impatiens flanaganae
Impatiens flemingii
Impatiens floretii
Impatiens floribunda
Impatiens florigera
Impatiens fontinalis
Impatiens forbesii
Impatiens formosa
Impatiens frithii
Impatiens fruticosa
Impatiens fuchsioides
Impatiens fugongensis
Impatiens fulgens
Impatiens fulva
Impatiens furcata
Impatiens furcillata
Impatiens furfuracea
Impatiens gamblei
Impatiens gammiei
Impatiens gardneriana
Impatiens garrettii
Impatiens gautieri
Impatiens geniculata
Impatiens geniorum
Impatiens georgei-schatzii
Impatiens gesneroidea
Impatiens gibbisepala
Impatiens glandulifera
Impatiens glandulisepala
Impatiens glauca
Impatiens gomphophylla
Impatiens gongolana
Impatiens gongshanensis
Impatiens gordonii
Impatiens gorepaniensis
Impatiens gossweileri
Impatiens goughii
Impatiens graciliflora
Impatiens grandis
Impatiens grandisepala
Impatiens granulifera
Impatiens grey-wilsonii
Impatiens guillaumetii
Impatiens guizhouensis
Impatiens hainanensis
Impatiens haingosonii
Impatiens hamata
Impatiens harae
Impatiens hawkeri
Impatiens helferi
Impatiens henanensis
Impatiens hengduanensis
Impatiens henslowiana
Impatiens herbicola
Impatiens heterosepala
Impatiens hians
Impatiens hobsonii
Impatiens hochstetteri
Impatiens hoehnelii
Impatiens holocentra
Impatiens hongkongensis
Impatiens hongsonensis
Impatiens huangyanensis
Impatiens humbertii
Impatiens humblotiana
Impatiens humifusa
Impatiens humilis
Impatiens hunanensis
Impatiens hutchinsonii
Impatiens hybr.
Impatiens hydrogetonoides
Impatiens hypophylla
Impatiens imbricata
Impatiens inaperta
Impatiens inayatii
Impatiens inconspicua
Impatiens infundibularis
Impatiens insignis
Impatiens ioides
Impatiens irangiensis
Impatiens irvingii
Impatiens issembei
Impatiens iteberoensis
